	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	download_url	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
261	10.1016/j.neuroimage.2011.12.032		2015-09-16T17:34:57.037378Z	P. zu Eulenburg, S. Caspers, C. Roski and S.B. Eickhoff					We used activation likelihood estimation (ALE) with all available and suitable PET and fMRI studies employing a vestibular stimulus. Most consistently across 28 experiments vestibular stimuli evoked activity in the right hemispheric parietal opercular area OP 2 implicating it as the core region for vestibular processing. A subsequent functional connectivity analysis, using these result as a seeding point, confirmed direct connections of OP 2 with every other region found in the meta-analysis, in particular temporo-parietal regions, premotor cortex, and the midcingulate gyrus. We conclude that the cytoarchitectonic area OP 2 in the parietal operculum, embedded in a joint vestibular network, should be the primary candidate for the human vestibular cortex. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:34:57.036547Z	http://neurovault.org/collections/830/download					http://anima.modelgui.org/studies/Eulenburg_Vestibular_2012															830								NeuroImage					2016-02-29T09:36:21.807950Z					Meta-analytical definition and functional connectivity of the human vestibular cortex			9									555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S1053811911014340																							http://neurovault.org/collections/830/												
282	10.1037/a0030694		2015-09-16T17:36:12.889483Z	Robert Langner and Simon B. Eickhoff					Here we synthesized what we have learned from functional neuroimaging about the neural mechanisms of vigilant attention, that is, our ability to stay focused on simple, intellectually unchallenging tasks. To this end, a quantitative meta-analysis of pertinent neuroimaging studies was performed, identifying a set of mainly right-lateralized brain regions that may form the core network subserving vigilant attention in humans. This network included dorsomedial, mid- and ventrolateral prefrontal cortex, anterior insula, parietal areas (intraparietal sulcus, temporoparietal junction), and subcortical structures (cerebellar vermis, thalamus, putamen, midbrain). This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:36:12.889083Z	http://neurovault.org/collections/839/download					http://anima.modelgui.org/studies/Langner_SustainedAttention_2013															839								Psychological Bulletin					2016-02-29T09:36:35.854972Z					Sustaining attention to simple tasks: A meta-analytic review of the neural mechanisms of vigilant attention.			1									555	ANIMA	http://doi.apa.org/getdoi.cfm?doi=10.1037/a0030694																							http://neurovault.org/collections/839/												
283	10.1371/journal.pone.0132209		2015-04-16T11:05:50.683511Z	Mahiko Konishi, Donald George McLaren, Haakon Engen, Jonathan Smallwood						2015-04-16T11:05:50.683511Z	http://neurovault.org/collections/518/download																	right			518								PLOS ONE					2016-01-27T21:47:52.307754Z					Shaped by the Past: The Default Mode Network Supports Cognition that Is Independent of Immediate Perceptual Input			2									160	mahiko.konishi	http://dx.plos.org/10.1371/journal.pone.0132209																							http://neurovault.org/collections/518/												
286	10.1016/j.neuroimage.2004.12.034		2014-12-16T00:52:47.344174Z	Simon B. Eickhoff, Klaas E. Stephan, Hartmut Mohlberg, Christian Grefkes, Gereon R. Fink, Katrin Amunts and Karl Zilles					"Eickhoff et al., A new SPM toolbox for combining probabilistic cytoarchitectonic maps and functional imaging data. Neuroimage 25(4):1325-35 (2005)
Eickhoff et al., Testing anatomically specified hypotheses in functional imaging using cytoarchitectonic maps. NeuroImage 32(2): 570-582 (2006)
Eickhoff et al., Assignment of functional activations to probabilistic cytoarchitectonic areas revisited. NeuroImage, 36(3): 511-521 (2007)"	2016-01-03T01:56:02.533019Z	http://neurovault.org/collections/263/download																				263								NeuroImage					2016-01-27T21:57:48.459052Z					A new SPM toolbox for combining probabilistic cytoarchitectonic maps and functional imaging data			6									248	jbwexler	http://linkinghub.elsevier.com/retrieve/pii/S105381190400792X																							http://neurovault.org/collections/263/												
290	10.1016/j.neubiorev.2015.12.003		2016-04-24T19:48:19.324894Z	Chuanpeng Hu, Xin Di, Simon B. Eickhoff, Mingjun Zhang, Kaiping Peng, Hua Guo and Jie Sui					"Using ALE meta-analyses to assess distinct and common neural self-representation;
Self-face processing relates to bilateral regions but a right hemispheric dominance;
Self-referential judgments relate to CMS, specifically the ACC/SFC;
The ACC and left IFG/insula represent a core aspect of the self. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1"	2016-04-24T19:48:19.324248Z	http://neurovault.org/collections/1325/download					http://anima.fz-juelich.de/api/studies/Hu_2015_self															1325								Neuroscience & Biobehavioral Reviews					2016-04-24T19:56:16.201550Z					Distinct and common aspects of physical and psychological self-representation in the brain: A meta-analysis of self-bias in facial and self-referential judgements			9									555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S0149763415300920																							http://neurovault.org/collections/1325/												
295	10.1016/j.neuroimage.2016.05.073		2016-08-29T15:36:41.955437Z	Kyle Mahowald and Evelina Fedorenko						2016-08-29T15:36:41.954897Z	http://neurovault.org/collections/1683/download																				1683								NeuroImage					2016-09-14T01:33:49.109429Z					Reliable individual-level neural markers of high-level language processing: A necessary precursor for relating neural variability to behavioral and genetic variability			378									1	ChrisFiloGorgolewski	http://linkinghub.elsevier.com/retrieve/pii/S105381191630194X																							http://neurovault.org/collections/1683/												
299	10.1038/sdata.2016.92		2016-01-03T19:12:20.104700Z	Michael Hanke, Nico Adelhöfer, Daniel Kottke, Vittorio Iacovella, Ayan Sengupta, Falko R. Kaule, Roland Nigbur, Alexander Q. Waite, Florian Baumgartner and Jörg Stadler						2016-10-29T21:42:22.741803Z	http://neurovault.org/collections/1065/download																				1065								Scientific Data					2016-10-29T21:42:57.007441Z					A studyforrest extension, simultaneous fMRI and eye gaze recordings during prolonged natural stimulation			7									276	michael.hanke	http://www.nature.com/articles/sdata201692																							http://neurovault.org/collections/1065/												
305	10.1016/j.neuroimage.2011.11.050		2015-09-16T17:37:24.041183Z	C. Rottschy, R. Langner, I. Dogan, K. Reetz, A.R. Laird, J.B. Schulz, P.T. Fox and S.B. Eickhoff					To examine what brain regions are commonly and differently active during various working memory tasks, we performed a coordinate-based meta-analysis over 189 fMRI experiments on healthy subjects. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 2	2015-09-16T17:37:24.040763Z	http://neurovault.org/collections/844/download					http://anima.modelgui.org/studies/Rottschy_WorkingMemory_2012															844								NeuroImage					2016-02-29T09:32:20.077729Z					Modelling neural correlates of working memory: A coordinate-based meta-analysis			5									555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S1053811911013310																							http://neurovault.org/collections/844/												
309	10.1007/s00429-014-0803-z		2015-09-16T17:35:55.273180Z	S. C. Krall, C. Rottschy, E. Oberwelland, D. Bzdok, P. T. Fox, S. B. Eickhoff, G. R. Fink and K. Konrad					We conducted activation likelihood estimation (ALE) meta-analyses to test competing hypotheses about the functional organization of the right temporoparietal junction (rTPJ). A conjunction analysis across ALE meta-analyses delineating regions consistently recruited by reorienting of attention and false belief studies revealed the anterior rTPJ, suggesting an overarching role of this specific region. An anatomical difference analysis revealed the posterior rTPJ as converging more with false belief than with reorienting of attention tasks. Additional meta-analytic connectivity mapping (MACM) and resting-state functional connectivity (RSFC) analyses showed that the posterior rTPJ has connectivity patterns with typical ToM (Theory of Mind) regions, whereas the anterior part of rTPJ co-activates with the attentional network. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:55.272301Z	http://neurovault.org/collections/837/download					http://anima.modelgui.org/studies/Krall_Attention_RTPJ_2015															837								Brain Structure and Function					2016-02-29T09:36:52.285341Z					The role of the right temporoparietal junction in attention and social interaction as revealed by ALE meta-analysis			4									555	ANIMA	http://link.springer.com/10.1007/s00429-014-0803-z																							http://neurovault.org/collections/837/												
310	10.1016/j.neuroimage.2011.07.022		2015-09-16T17:35:07.211566Z	Ulrike Friebel, Simon B. Eickhoff and Martin Lotze					We performed a meta-analysis based on a literature search of published functional magnetic resonance imaging group studies to compare patterns of activity during experimentally induced and chronic neuropathic pain, for the latter including four fibromyalgia studies. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:07.211157Z	http://neurovault.org/collections/831/download					http://anima.modelgui.org/studies/Friebel_Pain_2011															831								NeuroImage					2016-02-29T09:31:48.390790Z					Coordinate-based meta-analysis of experimentally induced and chronic persistent neuropathic pain			9									555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S105381191100783X																							http://neurovault.org/collections/831/												
314	10.1016/j.neurobiolaging.2012.11.002		2014-08-04T08:51:07.927266Z	Claudine J. Gauthier, Cécile Madjar, Laurence Desjardins-Crépeau, Pierre Bellec, Louis Bherer and Richard D. Hoge				mni	Age-related differences in BOLD and ASL for a modified Stroop task.	2014-08-04T08:51:07.927266Z	http://neurovault.org/collections/77/download	30.0	256.0	3.0	90.0		True		True	Younger and older adults		randommixedeffects				False		right	Double gamma		77		Linear	FSL	linear		GLM		Neurobiology of Aging	60.0	600.0	4	64.0	2016-01-27T21:47:02.786480Z					Age dependence of hemodynamic response characteristics in human functional magnetic resonance imaging		4.0	4	1.0					ascending			92	cgauthier	http://linkinghub.elsevier.com/retrieve/pii/S0197458012005684	2		BOLD		3.0		Siemens 	TIM Trio	0.7	7.0		6.0	Gaussian	FSL								blocked	http://neurovault.org/collections/77/	False	False		True	True	False	False		False	True	True	True
316	10.1093/cercor/bhs065		2013-08-02T14:13:21.445544Z	L. J. Chang, T. Yarkoni, M. W. Khaw and A. G. Sanfey					Resting state functional connectivity parcellation of insula.  Neurosynth coactivation maps	2013-08-02T14:13:21.445544Z	http://neurovault.org/collections/13/download								False									right			13	No significant health-related or neuropsychiatric disorders,  not currently taking psychoactive medication, corrupted data							Cerebral Cortex					2016-02-29T08:16:32.595773Z					Decoding the Role of the Insula in Human Cognition: Functional Parcellation and Large-Scale Reverse Inference			6		1.0							28	LukeChang	http://www.cercor.oxfordjournals.org/cgi/doi/10.1093/cercor/bhs065		44.0															20.4						http://neurovault.org/collections/13/												
320	10.1007/s00429-010-0255-z		2015-09-16T17:35:58.638311Z	Florian Kurth, Karl Zilles, Peter T. Fox, Angela R. Laird and Simon B. Eickhoff					Various anatomical and functional studies in humans and non-human primates indicate a functional differentiation of the insula. In order to investigate this functional differentiation as well as the mechanisms of the functional integration in the insula, we performed activation-likelihood-estimation (ALE) meta-analyses of 1,768 functional neuroimaging experiments. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:58.637887Z	http://neurovault.org/collections/838/download					http://anima.modelgui.org/studies/Kurth_Insula_2010															838								Brain Structure and Function					2016-02-29T09:37:03.515412Z					A link between the systems: functional differentiation and integration within the human insula revealed by meta-analysis			31									555	ANIMA	http://link.springer.com/10.1007/s00429-010-0255-z																							http://neurovault.org/collections/838/												
323	10.1016/j.neuroimage.2007.08.008		2014-06-04T15:34:34.606984Z	A.M. Clare Kelly, Lucina Q. Uddin, Bharat B. Biswal, F. Xavier Castellanos and Michael P. Milham			vsochat		OpenfMRI ds000102	2014-06-04T15:34:34.606984Z	http://neurovault.org/collections/45/download					https://openfmri.org/dataset/ds000102															45								NeuroImage					2016-01-27T21:46:46.858876Z					Competition between functional brain networks mediates behavioral variability			6									1	ChrisFiloGorgolewski	http://linkinghub.elsevier.com/retrieve/pii/S1053811907007057							Siemens	Allegra															http://neurovault.org/collections/45/												
324	10.1016/j.neuroimage.2012.07.001		2016-02-22T19:19:02.748860Z	Markus Savli, Andreas Bauer, Markus Mitterhauser, Yu-Shin Ding, Andreas Hahn, Tina Kroll, Alexander Neumeister, Daniela Haeusler, Johanna Ungersboeck, Shannan Henry, Sanaz Attaripour Isfahani, Frank Rattay, Wolfgang Wadsak, Siegfried Kasper and Rupert Lanzenberger						2016-02-22T19:19:02.748385Z	http://neurovault.org/collections/1206/download																				1206								NeuroImage					2016-02-22T19:28:59.414082Z					Normative database of the serotonergic system in healthy subjects using multi-tracer PET			4									1	ChrisFiloGorgolewski	http://linkinghub.elsevier.com/retrieve/pii/S1053811912007021																							http://neurovault.org/collections/1206/												
327	10.1016/j.neuroimage.2015.08.037		2015-09-25T20:38:19.683295Z	Qolamreza R. Razlighi, Christian Habeck, Daniel Barulli and Yaakov Stern					Each map was derived from 300 to 350 subjects. For some of these group maps, subjects had to be excluded because of mask issues. This means that the same group of subjects were not used to derive each of the 12 maps.	2015-09-25T20:38:19.682175Z	http://neurovault.org/collections/857/download			3.0														right			857								NeuroImage					2016-01-27T21:47:47.457383Z					Cognitive neuroscience neuroimaging repository for the adult lifespan			12									569	Ray	http://linkinghub.elsevier.com/retrieve/pii/S1053811915007491							Philips	Achevia								80.0	48.0	19.0					http://neurovault.org/collections/857/												
